website,https_status,return_code,ip,size,ttl,response_time,exception
piratebayproxy.info,Accessible (Status Code: 200),0.0,"['104.21.16.1', '104.21.112.1', '104.21.32.1', '104.21.48.1', '104.21.64.1', '104.21.96.1', '104.21.80.1']",149.0,375.0,0.00418400764465332,False
webwarper.net,Accessible (Status Code: 200),0.0,['198.20.114.77'],47.0,4500.0,0.0033631324768066406,False
123proxy.page,Blocked - Client Error (Status Code: 403),0.0,"['172.67.193.46', '104.21.20.158']",63.0,375.0,0.003536701202392578,False
sulink.one,Accessible (Status Code: 200),0.0,"['104.21.46.19', '172.67.222.154']",60.0,375.0,0.0032358169555664062,False
uproxy.site,Blocked - Client Error (Status Code: 403),0.0,"['172.67.177.57', '104.21.67.140']",61.0,375.0,0.0032889842987060547,False
piraproxy.biz,Blocked - Client Error (Status Code: 403),0.0,"['104.21.66.217', '172.67.164.175']",63.0,375.0,0.0034821033477783203,False
proxy.net,"Error: HTTPSConnectionPool(host='proxy.net', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f83cd469b50>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,,,TrueDNS_HTTPS: No response from server
shoppingfestival.us,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0.0,['37.120.244.6'],53.0,6.0,0.0049898624420166016,False
theproxy.info,Blocked - Client Error (Status Code: 403),0.0,"['172.67.142.13', '104.21.63.10']",63.0,344.0,0.0037338733673095703,False
123proxy.cool,Blocked - Client Error (Status Code: 403),0.0,"['172.67.162.31', '104.21.10.19']",63.0,344.0,0.003693103790283203,False
korzhov.dev,"Error: HTTPSConnectionPool(host='korzhov.dev', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",0.0,['70.34.196.140'],45.0,719.0,0.003178834915161133,False
jokerwebhosting.com,Accessible (Status Code: 200),0.0,"['172.67.204.10', '104.21.58.124']",69.0,344.0,0.0032711029052734375,False
fri-gate.org,"Error: HTTPSConnectionPool(host='fri-gate.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",0.0,['51.77.225.201'],46.0,4469.0,0.12765002250671387,False
boom.ge,"Error: HTTPSConnectionPool(host='boom.ge', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: WRONG_SSL_VERSION] wrong ssl version (_ssl.c:1129)')))",0.0,['91.208.144.132'],41.0,4469.0,0.12693405151367188,False
unblockedv4.com,Blocked - Client Error (Status Code: 403),0.0,"['172.67.135.173', '104.21.7.31']",65.0,344.0,0.002933025360107422,False
1ft.io,Accessible (Status Code: 200),0.0,"['172.67.222.148', '104.21.38.117']",56.0,344.0,0.0031731128692626953,False
theproxy.ch,Blocked - Client Error (Status Code: 403),0.0,"['172.67.164.30', '104.21.66.198']",61.0,344.0,0.003671884536743164,False
proxyarab.com,Accessible (Status Code: 200),0.0,['69.57.162.24'],47.0,4469.0,0.006006002426147461,False
dirp.info,Blocked - Client Error (Status Code: 403),0.0,"['172.67.198.25', '104.21.42.9']",59.0,344.0,0.00492095947265625,False
iotapool.com,"Error: HTTPSConnectionPool(host='iotapool.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)')))",0.0,"['104.18.24.111', '104.18.25.111']",62.0,344.0,0.003255128860473633,False
aliveproxy.com,Accessible (Status Code: 200),0.0,['213.219.205.150'],48.0,44.0,0.003815889358520508,False
dns8.org,"Error: HTTPSConnectionPool(host='dns8.org', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f83cd75a340>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3.0,['a0.org.afilias-nst.info. hostmaster.donuts.email. 1734381308 7200 900 1209600 3600'],108.0,3600.0,0.005753755569458008,False
veilduck.app,Accessible (Status Code: 200),0.0,"['172.66.43.56', '172.66.40.200']",62.0,344.0,0.1282968521118164,False
123music.app,Blocked - Client Error (Status Code: 403),0.0,"['104.21.70.197', '172.67.138.237']",62.0,344.0,0.004005908966064453,False
onlinefreemovies.net,Blocked - Client Error (Status Code: 403),0.0,"['172.67.183.204', '104.21.48.102']",70.0,344.0,0.003476858139038086,False
uku.im,Accessible (Status Code: 200),0.0,"['172.67.154.14', '104.21.4.64']",56.0,344.0,0.0034050941467285156,False
unblocked.green,Blocked - Client Error (Status Code: 403),0.0,"['104.21.59.84', '172.67.220.62']",65.0,344.0,0.0035347938537597656,False
123torr.com,Blocked - Client Error (Status Code: 403),0.0,"['172.67.215.150', '104.21.16.198']",61.0,344.0,0.0035109519958496094,False
123-proxy.net,Blocked - Client Error (Status Code: 403),0.0,"['104.21.32.164', '172.67.152.225']",63.0,344.0,0.003239154815673828,False
drivejwplayer.xyz,Accessible (Status Code: 200),0.0,"['172.67.129.185', '104.21.2.217']",67.0,344.0,0.0031518936157226562,False
nic.bar,Blocked - Client Error (Status Code: 403),0.0,['64.98.139.5'],41.0,344.0,0.0030579566955566406,False
proxy-store.com,Accessible (Status Code: 200),0.0,"['104.21.80.1', '104.21.32.1', '104.21.48.1', '104.21.112.1', '104.21.16.1', '104.21.96.1', '104.21.64.1']",145.0,344.0,0.0047609806060791016,False
yuyuproxy.com,Blocked - Client Error (Status Code: 400),0.0,"['104.21.27.141', '172.67.142.234']",63.0,344.0,0.003186941146850586,False
link.app,Blocked - Client Error (Status Code: 404),0.0,['216.239.32.27'],42.0,344.0,0.0030808448791503906,False
onion.to,Accessible (Status Code: 200),0.0,['195.30.85.50'],42.0,4468.0,0.152634859085083,False
bizimmekan.com,Accessible (Status Code: 200),0.0,"['104.21.23.35', '172.67.208.201']",64.0,343.0,0.0036737918853759766,False
theeproxy.com,Blocked - Client Error (Status Code: 403),0.0,"['104.21.96.1', '104.21.112.1', '104.21.16.1', '104.21.64.1', '104.21.48.1', '104.21.32.1', '104.21.80.1']",143.0,343.0,0.004023075103759766,False
whiteproxies.com,Accessible (Status Code: 200),0.0,"['172.67.160.27', '104.21.14.175']",66.0,343.0,0.0035219192504882812,False
siteunblocked.pro,Blocked - Client Error (Status Code: 403),0.0,"['172.67.179.199', '104.21.72.94']",67.0,343.0,0.0036649703979492188,False
trustedproxies.com,Accessible (Status Code: 200),0.0,"['52.222.130.123', '52.222.130.115', '52.222.130.90', '52.222.130.52']",100.0,43.0,0.0617070198059082,False
piracyproxy.page,Blocked - Client Error (Status Code: 403),0.0,"['104.21.80.1', '104.21.96.1', '104.21.32.1', '104.21.112.1', '104.21.16.1', '104.21.48.1', '104.21.64.1']",146.0,343.0,0.0033583641052246094,False
uproxy2.net,Blocked - Client Error (Status Code: 403),0.0,"['104.21.63.148', '172.67.147.30']",61.0,343.0,0.0031981468200683594,False
unblocked2.icu,Blocked - Client Error (Status Code: 403),0.0,"['104.21.44.94', '172.67.198.130']",64.0,343.0,0.0032041072845458984,False
unblockedtorrent.com,Blocked - Client Error (Status Code: 403),0.0,"['172.67.161.34', '104.21.9.174']",70.0,343.0,0.0032901763916015625,False
