website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
18xxx.su,"Error: HTTPSConnectionPool(host='18xxx.su', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))",0.0,['213.174.130.131'],42.0,3579.0,0.09634590148925781,False,
zorgfilm.com.co,Blocked - Client Error (Status Code: 403),0.0,"['104.21.77.104', '172.67.206.181']",65.0,3579.0,0.2618870735168457,False,
8xbet06.blog,Blocked - Client Error (Status Code: 403),0.0,"['172.67.72.14', '104.26.2.88', '104.26.3.88']",78.0,3579.0,0.21093201637268066,False,
ashemaletubeporn.com,Accessible (Status Code: 200),0.0,['45.138.128.185'],54.0,3579.0,0.156264066696167,False,
panas777.info,Accessible (Status Code: 200),0.0,"['172.67.164.28', '104.21.65.148']",63.0,3579.0,0.09378576278686523,False,
hentaizap.com,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",63.0,3578.0,0.08037996292114258,False,
isproxyip.com,Accessible (Status Code: 200),0.0,"['104.21.96.1', '104.21.32.1', '104.21.64.1', '104.21.16.1', '104.21.112.1', '104.21.48.1', '104.21.80.1']",143.0,3578.0,0.11846399307250977,False,
flashdown365.com,"Error: HTTPSConnectionPool(host='flashdown365.com', port=443): Read timed out. (read timeout=15)",0.0,"['104.21.112.1', '104.21.32.1', '104.21.48.1', '104.21.64.1', '104.21.16.1', '104.21.80.1', '104.21.96.1']",146.0,3578.0,0.08891916275024414,False,
sexsaoy.com,Accessible (Status Code: 200),0.0,['217.12.200.79'],45.0,3578.0,0.16523122787475586,False,
salasdechatgratis.org,Accessible (Status Code: 200),0.0,['37.252.97.191'],55.0,14378.0,0.11540412902832031,False,
sattakingexpert.in,Accessible (Status Code: 200),0.0,['92.113.23.24'],52.0,3578.0,0.10325217247009277,False,
holyodds.com,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",62.0,3578.0,0.0894770622253418,False,
turismodevino.com,Accessible (Status Code: 200),0.0,['82.98.178.185'],51.0,3578.0,0.08658814430236816,False,
nyafilmer.gg,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",62.0,3578.0,0.07831096649169922,False,
feniksscasino.lv,Accessible (Status Code: 200),0.0,['94.136.112.167'],50.0,3578.0,0.08148598670959473,False,
anifound.com,Accessible (Status Code: 200),0.0,"['104.21.112.1', '104.21.48.1', '104.21.64.1', '104.21.32.1', '104.21.16.1', '104.21.96.1', '104.21.80.1']",142.0,3577.0,0.08892107009887695,False,
cvo1.rocks,"Error: HTTPSConnectionPool(host='cvo1.rocks', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c41ddde80>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3.0,['v0n0.nic.rocks. hostmaster.donuts.email. 1739277491 7200 900 1209600 3600'],96.0,3578.0,0.08273601531982422,False,
frydbarscarts.com,Accessible (Status Code: 200),0.0,['145.223.105.215'],51.0,3577.0,0.08869504928588867,False,
clubewin.com,Accessible (Status Code: 200),0.0,"['clubewin.com.w.cdngslb.com.', '155.102.29.95']",83.0,3577.0,0.09034490585327148,False,
