website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
anifound.com,Accessible (Status Code: 200),0.0,"['104.21.16.1', '104.21.112.1', '104.21.48.1', '104.21.80.1', '104.21.96.1', '104.21.32.1', '104.21.64.1']",142.0,377.0,0.0797119140625,False,
cvo1.rocks,"Error: HTTPSConnectionPool(host='cvo1.rocks', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9202f8c610>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3.0,['v0n0.nic.rocks. hostmaster.donuts.email. 1739275590 7200 900 1209600 3600'],96.0,3300.0,0.0690460205078125,False,
frydbarscarts.com,Accessible (Status Code: 200),0.0,['145.223.105.215'],51.0,1877.0,0.07048392295837402,False,
clubewin.com,"Error: HTTPSConnectionPool(host='clubewin.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['clubewin.com.w.cdngslb.com.', '163.181.50.172']",83.0,50.0,0.08031058311462402,False,
sokabet.co.tz,"Error: HTTPSConnectionPool(host='sokabet.co.tz', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['54.220.171.14', '18.168.65.57', '3.127.109.30']",79.0,757.0,0.09090614318847656,False,
1xlite-659540.top,"Error: HTTPSConnectionPool(host='1xlite-659540.top', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9202fa07f0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3.0,['a.zdnscloud.com. td_dns_gtld.knet.cn. 1391858496 600 200 2491200 3600'],105.0,3300.0,0.10319280624389648,False,
secretlink.xyz,Blocked - Client Error (Status Code: 410),0.0,['185.53.177.51'],48.0,377.0,0.08032083511352539,False,
celebrityfakes4u.com,"Error: HTTPSConnectionPool(host='celebrityfakes4u.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.195.117', '104.21.84.179']",70.0,377.0,0.08569812774658203,False,
gunnewsdaily.com,Blocked - Client Error (Status Code: 403),0.0,['184.154.14.132'],50.0,4127.0,0.06237220764160156,False,
kinoxa.biz,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0.0,['69.16.230.165'],44.0,4502.0,0.07907891273498535,False,
asianflix.one,"Error: HTTPSConnectionPool(host='www.asianflix.one', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f9203b6ee20>, 'Connection to www.asianflix.one timed out. (connect timeout=15)'))",0.0,"['216.239.38.21', '216.239.34.21', '216.239.36.21', '216.239.32.21', '192.64.119.37']",111.0,39.0,0.07686614990234375,False,
primaryarms.com,"Error: HTTPSConnectionPool(host='primaryarms.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['15.197.225.128', '3.33.251.168']",65.0,4115.0,0.07185697555541992,False,
geo-gdz.ru,Accessible (Status Code: 200),0.0,['195.161.62.132'],44.0,4502.0,0.07601022720336914,False,
flirtic.ee,Accessible (Status Code: 200),0.0,['212.7.8.176'],44.0,4114.0,0.08729720115661621,False,
newmp3.kz,Accessible (Status Code: 200),0.0,['92.118.115.8'],43.0,4114.0,0.11919116973876953,False,
cacoslots3.com,Accessible (Status Code: 200),0.0,"['108.139.210.56', '108.139.210.118', '108.139.210.42', '108.139.210.78']",96.0,38.0,0.06299686431884766,False,
imaple.me,Blocked - Client Error (Status Code: 403),0.0,"['172.67.163.25', '104.21.15.157']",59.0,377.0,0.08911299705505371,False,
winespectator.com,"Error: HTTPSConnectionPool(host='winespectator.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['44.196.199.11'],51.0,1864.0,0.1142568588256836,False,
libimseti.cz,Accessible (Status Code: 200),0.0,['109.123.202.46'],46.0,739.0,0.10933518409729004,False,
forced-sex.net,"Error: HTTPSConnectionPool(host='forced-sex.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.223.244', '104.21.25.73']",64.0,377.0,0.11078691482543945,False,
gaycommunity.com,"Error: HTTPSConnectionPool(host='gaycommunity.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['66.63.171.134'],50.0,4502.0,0.10719490051269531,False,
x-minus.pro,Blocked - Client Error (Status Code: 403),0.0,"['172.67.151.227', '104.21.1.27']",61.0,377.0,0.08696722984313965,False,
monstercockland.com,"Error: HTTPSConnectionPool(host='monstercockland.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['66.70.187.251'],53.0,4502.0,0.07468914985656738,False,
filmyzilla.com.tj,Accessible (Status Code: 200),0.0,"['172.67.176.121', '104.21.40.56']",67.0,377.0,0.07601308822631836,False,
muzma.net,Accessible (Status Code: 200),0.0,"['172.67.205.75', '104.21.37.72']",59.0,377.0,0.11933302879333496,False,
vilaviniteca.es,"Error: HTTPSConnectionPool(host='vilaviniteca.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['104.26.13.191', '172.67.72.131', '104.26.12.191']",81.0,377.0,0.07793092727661133,False,
freshcasino-sport1.top,Blocked - Client Error (Status Code: 403),0.0,"['104.21.23.231', '172.67.214.33']",72.0,377.0,0.13579511642456055,False,
tuckermax.com,Accessible (Status Code: 200),0.0,['34.174.209.41'],47.0,377.0,0.23257970809936523,False,
kinokong.ws,"Error: HTTPSConnectionPool(host='kinokong.ws', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f9203043820>, 'Connection to kinokong.ws timed out. (connect timeout=15)'))",0.0,['64.70.19.203'],45.0,377.0,0.24254798889160156,False,
ssvip.world,Accessible (Status Code: 200),0.0,"['ssvip.world.w.cdngslb.com.', '163.181.50.164']",84.0,35.0,0.07163405418395996,False,
pornking.fun,"Error: HTTPSConnectionPool(host='pornking.fun', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9203b6eaf0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,,,True,DNS_HTTPS.py: No response from server
mobileslotsite.co.uk,Accessible (Status Code: 200),0.0,"['104.21.80.1', '104.21.96.1', '104.21.112.1', '104.21.48.1', '104.21.32.1', '104.21.64.1', '104.21.16.1']",150.0,377.0,0.09834122657775879,False,
g-spotvibrators.com,Accessible (Status Code: 200),0.0,"['172.67.182.92', '104.21.32.30']",69.0,377.0,0.08617401123046875,False,
nonuderama.net,"Error: HTTPSConnectionPool(host='nonuderama.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.202.136', '104.21.58.91']",64.0,377.0,0.09000706672668457,False,
spin101agent.com,Accessible (Status Code: 200),0.0,"['3.160.212.24', '3.160.212.79', '3.160.212.8', '3.160.212.34']",98.0,32.0,0.06814002990722656,False,
it.cx,"Error: HTTPSConnectionPool(host='it.cx', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9203062ac0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",0.0,['ns1.afraid.org. dnsadmin.afraid.org. 2502110001 86400 7200 2419200 3600'],82.0,3286.0,0.0875859260559082,False,
p-a.jp,Accessible (Status Code: 200),0.0,['115.30.0.197'],40.0,377.0,0.11165118217468262,False,
japanbeast.com,"Error: HTTPSConnectionPool(host='japanbeast.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.141.28', '104.21.54.188']",64.0,377.0,0.08348989486694336,False,
phimsexnunglon.com,"Error: HTTPSConnectionPool(host='phimsexnunglon.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f920307b940>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",0.0,['ace.ns.cloudflare.com. dns.cloudflare.com. 2364642573 10000 2400 604800 1800'],94.0,1484.0,0.10803699493408203,False,
porngrey.net,"Error: HTTPSConnectionPool(host='porngrey.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['104.21.47.39', '172.67.170.93']",62.0,377.0,0.08538675308227539,False,
kinoxa.cc,"Error: HTTPSConnectionPool(host='kinoxa.cc', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f920307bd00>: Failed to establish a new connection: [Errno 61] Connection refused'))",0.0,['127.0.0.1'],43.0,377.0,0.07749676704406738,False,
